id,topic,argument,source_title,source_url
1223,Abstinence-only sex education should be mandatory,Two major studies by Congress have increased the volume of criticism surrounding abstinence-only education.,Sex education in the United States,https://en.wikipedia.org/wiki/Sex_education_in_the_United_States
1224,Abstinence-only sex education should be mandatory,"In 2007, a study ordered by Congress found that middle school students who took part in abstinence-only sex education programs were just as likely to have sex in their teenage years as those who did not [REF].",Sex education in the United States,https://en.wikipedia.org/wiki/Sex_education_in_the_United_States
1225,Abstinence-only sex education should be mandatory,"Earlier that year, Human Rights Watch reported that Uganda's ""abstinence-until-marriage"" HIV programs ""intrinsically discriminate on the basis of sexual orientation.""[REF] .",LGBT rights in Uganda,https://en.wikipedia.org/wiki/LGBT_rights_in_Uganda
1226,We should introduce covenant marriage,"Marriage In 1990, Webster sponsored and supported legislation in Florida introducing the policy of covenant marriage.",Daniel Webster (Florida politician),https://en.wikipedia.org/wiki/Daniel_Webster_(Florida_politician)
1227,We should prohibit international adoption,"Lady Nicholson also generated controversy through her strong opposition to international adoptions, which she believed had become a market and subject to corruption.",Emma Nicholson,https://en.wikipedia.org/wiki/Emma_Nicholson
1228,We should prohibit international adoption,Moldova has made international adoption illegal in fear of organ traffickers.,Organ transplantation,https://en.wikipedia.org/wiki/Organ_transplantation
1229,We should prohibit international adoption,"Due partially to her pressure, the Romanian government in 2005 implemented legislation that de facto banned international adoptions, in line with practices in some of the EU member states.",Emma Nicholson,https://en.wikipedia.org/wiki/Emma_Nicholson
1230,We should introduce universal health care,"A proponent of Obama's healthcare bill, Turner has said: ""We're the only first world country that doesn't have universal healthcare and it's a disgrace.""[REF] .",Ted Turner,https://en.wikipedia.org/wiki/Ted_Turner
1231,We should introduce universal health care,"Of the 62% of people who support universal heath care, 56% would still support a universal health insurance program even if it limited their own choice of doctors, and 63% would still support it even if it meant there were waiting lists for some non-emergency treatments.",Public opinion on health care reform in the United States,https://en.wikipedia.org/wiki/Public_opinion_on_health_care_reform_in_the_United_States
1232,We should introduce universal health care,"Olver is one of the co-sponsors of , the US National Health Care Act, or Expanded & Improved Medicare for All, which introduces a universal health insurance program with single-payer financing.",John Olver,https://en.wikipedia.org/wiki/John_Olver
1233,We should introduce universal health care,"In 2010, Congress passed and President Barack Obama signed the Affordable Health Care for America Act to provide near universal health care coverage in the United States by 2014.",Political positions of Ted Kennedy,https://en.wikipedia.org/wiki/Political_positions_of_Ted_Kennedy
1234,We should introduce universal health care,The Communist government asserted that universal health care was to become a priority of state planning and progress was made in rural areas [REF].,Cuba,https://en.wikipedia.org/wiki/Cuba
1235,We should introduce universal health care,"A 2008 survey of over two thousand doctors published in Annals of Internal Medicine, shows that physicians support universal health care and national health insurance by almost 2 to 1 [REF].",Public opinion on health care reform in the United States,https://en.wikipedia.org/wiki/Public_opinion_on_health_care_reform_in_the_United_States
1236,We should introduce universal health care,"Later in 2008, before the passage of the Patient Protection and Affordable Care Act of 2010, Staggers worked on one of four special work groups in the West Virginia House of Delegates with the goal of developing a universal health care system in West Virginia in lieu of a national health care reform policy [REF].",Margaret Anne Staggers,https://en.wikipedia.org/wiki/Margaret_Anne_Staggers
1237,We should introduce universal health care,Congresswoman Jane Harman maintained that the United States needs a universal healthcare program to guarantee coverage to all Americans regardless of income and affirms there should be pre-established limits on the amount of punitive damages awarded in medical malpractice lawsuits [REF].,Jane Harman,https://en.wikipedia.org/wiki/Jane_Harman
1238,We should introduce universal health care,"In 2002, automotive companies claimed that the universal health care system in Canada saved labour costs [REF].",Comparison of the health care systems in Canada and the United States,https://en.wikipedia.org/wiki/Comparison_of_the_health_care_systems_in_Canada_and_the_United_States
1239,We should introduce universal health care,"In Solved!, Emanuel said that Universal Healthcare Vouchers would solve the problem of rapidly increasing health care costs, which, rising at three times the rate of inflation, would result in higher copayments, fewer benefits, stagnant wages and fewer employers willing to pay for health care benefits [REF].",Ezekiel Emanuel,https://en.wikipedia.org/wiki/Ezekiel_Emanuel
1240,We should introduce universal health care,"A 2008 survey of doctors, published in Annals of Internal Medicine, shows that physicians support universal health care and national health insurance by almost 2 to 1 [REF].",Socialized medicine,https://en.wikipedia.org/wiki/Socialized_medicine
1241,We should introduce universal health care,"Langevin stated his goal for universal health care as ""a system of portable and continuous coverage based on quality, affordability and choice that promotes investment in long-term prevention and drives down the cost of care over time.""[REF] .",James Langevin,https://en.wikipedia.org/wiki/James_Langevin
1242,We should introduce universal health care,"As a Democrat, Ritter supports a ""semi-progressive"" agenda, emphasizing universal health care, environmental protection, housing subsidy and welfare increases and other stances aligned with the left wing of the Democratic Party.",Bill Ritter,https://en.wikipedia.org/wiki/Bill_Ritter
1243,We should introduce universal health care,"In 2010, Catholic Democrats president Dr. Patrick Whelan published a study that appeared in the New England Journal of Medicine and asserted that the number of abortions in Massachusetts decreased after the 2006 passage of universal health care there.",Catholic Democrats,https://en.wikipedia.org/wiki/Catholic_Democrats
1244,We should introduce universal health care,"Through his organization and its predecessors Jackson has advocated universal health care, a war on drugs, direct peace negotiations between Palestinians and Israelis, ending apartheid in South Africa and advancing democracy in Haiti [REF].",Rainbow/PUSH,https://en.wikipedia.org/wiki/Rainbow/PUSH
1245,We should introduce universal health care,"The Vermont Democrats advocate for socialized universal health care, equality for all and social justice [REF].",Vermont Democratic Party,https://en.wikipedia.org/wiki/Vermont_Democratic_Party
1246,We should introduce universal health care,"In 1945, the Conservatives first declared support for universal healthcare [REF].",Conservative Party (UK),https://en.wikipedia.org/wiki/Conservative_Party_(UK)
1247,We should introduce universal health care,Barack Obama campaigned in favor of universal health coverage as early as January 2007 [REF].,Healthy Americans Act,https://en.wikipedia.org/wiki/Healthy_Americans_Act
1248,We should introduce universal health care,"Also, Zindler described himself as a social liberal who supported universal health care.",Marvin Zindler,https://en.wikipedia.org/wiki/Marvin_Zindler
1249,We should introduce universal health care,"As the founding director in the early 1990s, Wilson spearheaded efforts in Massachusetts to support legislation for universal health care and against international trade deals like the North American Free Trade Agreement (NAFTA) and the World Trade Organization (WTO).",Rand Wilson,https://en.wikipedia.org/wiki/Rand_Wilson
1250,We should introduce universal health care,"The trade union center also supported universal health care, and gave an important early boost to modern efforts to pass federal legislation on the issue [REF].",Alliance for Labor Action,https://en.wikipedia.org/wiki/Alliance_for_Labor_Action
1251,We should introduce universal health care,"Peru's Universal Health Insurance law aims to increase access to timely and quality health care services, emphasizes maternal and child health promotion, and provides the poor with protection from financial ruin due to illness [REF].",Universal health care,https://en.wikipedia.org/wiki/Universal_health_care
1252,We should introduce universal health care,"A 1960s record distributed by the American Medical Association, narrated by Ronald Reagan, warns that universal health care could lead to lost freedoms and socialism.",Sicko,https://en.wikipedia.org/wiki/Sicko
1253,We should introduce universal health care,The new Cuban government asserted that universal healthcare was to become a priority of state planning.,Healthcare in Cuba,https://en.wikipedia.org/wiki/Healthcare_in_Cuba
1254,We should introduce universal health care,The left-of-center[REF]/liberal-leaning[REF][REF][REF] Urban Institute (UI) largely agreed with Moore regarding the need for a universal health care system and failure of the current system.,Sicko,https://en.wikipedia.org/wiki/Sicko
1255,We should introduce universal health care,"Tsongas advocates for universal health care and supports a public health insurance option, as long as it ""[is] self-sufficient, relying on the premiums it collects.""[REF]",Niki Tsongas,https://en.wikipedia.org/wiki/Niki_Tsongas
1256,We should introduce universal health care,"Moreover, TNR is strongly in favor of universal health care.",The New Republic,https://en.wikipedia.org/wiki/The_New_Republic
1257,We should introduce universal health care,"Franklin pointed that Cuba is well-developed in health care and was once the only nation in Latin America to offer universal free health care, and with the help of Cuba, Venezuela has been able to give free health care to many of its citizens; thus the both countries respect health care as a basic human right.",Cuba–Venezuela relations,https://en.wikipedia.org/wiki/Cuba–Venezuela_relations
1258,We should introduce universal health care,"In April 2010, Koroma sign into law the country's free health care program for pregnant women, nursing mothers and children under the age of five [REF].",Ernest Bai Koroma,https://en.wikipedia.org/wiki/Ernest_Bai_Koroma
1259,We should introduce universal health care,"In April 2010, Koroma sign into law the country's free health care program for pregnant women, nursing mothers and children under the age of five [REF].",Ernest Bai Koroma,https://en.wikipedia.org/wiki/Ernest_Bai_Koroma
1260,We should introduce universal health care,"To tackle the problems of the perpetually increasing number of uninsured, and costs associated with the US health care system, President Barack Obama says he favors the creation of a universal health care system [REF].",Health systems by country,https://en.wikipedia.org/wiki/Health_systems_by_country
1261,We should introduce universal health care,"In early 21st century political discourse in the United States, liberalism has come to include support for reproductive rights for women, including abortion,[REF] affirmative action for minority groups historically discriminated against,[REF] multilateralism and support for international institutions,[REF] support for individual rights over corporate interests,[REF] support for universal health care for Americans (with a ""single payer"" option), and opposition to tax cuts for the rich [REF].",Modern liberalism in the United States,https://en.wikipedia.org/wiki/Modern_liberalism_in_the_United_States
1262,We should introduce universal health care,"A large majority of liberals favor universal health care, with many supporting a single-payer system.",Democratic Party (United States),https://en.wikipedia.org/wiki/Democratic_Party_(United_States)
1263,We should introduce universal health care,"Although lacing his ""campaign"" with humorous sound bites, Grayson also stressed his support of abortion rights, universal health care, and a higher minimum wage.",Richard Grayson (writer),https://en.wikipedia.org/wiki/Richard_Grayson_(writer)
1264,We should introduce universal health care,"The party supports a system that gives universal coverage to everyone in Oregon, a system that is not for profit.",Democratic Party of Oregon,https://en.wikipedia.org/wiki/Democratic_Party_of_Oregon
1265,We should introduce universal health care,MHOP's stated goal is to create the first government-sponsored universal health care system in Mali and to help others reproduce our model around the world [REF].,Mali Health Organizing Project,https://en.wikipedia.org/wiki/Mali_Health_Organizing_Project
1266,We should introduce universal health care,"Greene advocated free universal health care, saying that the United States should model its system on Austria, Britain, or Canada [REF].",Alvin Greene,https://en.wikipedia.org/wiki/Alvin_Greene
1267,We should introduce universal health care,"Over the course of his Senate career and continuing into the Obama administration, Kennedy continued his efforts to enact universal health care, which he called the ""cause of my life."" .",Ted Kennedy,https://en.wikipedia.org/wiki/Ted_Kennedy
1268,We should introduce universal health care,"The report provides an action agenda for countries at all stages of development, and proposes ways that the international community can better support efforts in low-income countries to achieve universal coverage and improve population health outcomes [REF].",World Health Report,https://en.wikipedia.org/wiki/World_Health_Report
1269,We should introduce universal health care,"Politically, Watson has advocated universal health care and strengthening environmental protections.",Robert P. Watson,https://en.wikipedia.org/wiki/Robert_P._Watson
1270,We should introduce universal health care,"Moran has expressed support for Universal Healthcare and more specifically the public health insurance option, saying at a town hall meeting in Reston, Virginia, in August 2009 that ""It could do the most to bring down long-term medical costs and to adequately insure every American.""[REF][REF]",Jim Moran,https://en.wikipedia.org/wiki/Jim_Moran
1271,We should introduce universal health care,"Advocates argue that shifting the US to a single-payer health care system would provide universal coverage, give patients free choice of providers and hospitals, and guarantee comprehensive coverage and equal access for all medically necessary procedures, without increasing overall spending.",Health care reform debate in the United States,https://en.wikipedia.org/wiki/Health_care_reform_debate_in_the_United_States
1272,We should prohibit corporal punishment,"The DCF summary report stated that Victory Forge staff were believed to have ""engaged in physical discipline that is harmful to children, such as choking to unconsciousness, punching, kicking, banging heads into walls and cabinets.""[REF]",Victory Forge Military Academy,https://en.wikipedia.org/wiki/Victory_Forge_Military_Academy
1273,We should prohibit corporal punishment,"The American Academy of Pediatrics believes that corporal punishment possesses some negative side-effects and only limited benefits, and recommends the use of other forms of discipline to manage undesirable behavior [REF].",Corporal punishment in the home,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home
1274,We should prohibit corporal punishment,"George strongly believes in discipline and corporal punishment; his motto is ""it's discipline that begets love"" [REF].",George Liquor,https://en.wikipedia.org/wiki/George_Liquor
1275,We should prohibit corporal punishment,"On social issues, Harper argued for ""parental rights"" to use corporal punishment against their children and supported raising the age of sexual consent [REF].",Stephen Harper,https://en.wikipedia.org/wiki/Stephen_Harper
1276,We should prohibit corporal punishment,"Larzelere, like most experts who believe spanking is not always detrimental, believes that certain guidelines must be kept in mind if parents choose to use corporal punishment.",Spanking,https://en.wikipedia.org/wiki/Spanking
1277,We should prohibit corporal punishment,"Like the Roman educator Quintilian, Erasmus was against corporal punishment for unruly students.",The Education of a Christian Prince,https://en.wikipedia.org/wiki/The_Education_of_a_Christian_Prince
1278,We should prohibit corporal punishment,Thirty-one U.S. states and the District of Columbia have banned corporal punishment from use in state schools.,School corporal punishment,https://en.wikipedia.org/wiki/School_corporal_punishment
1279,We should prohibit corporal punishment,"In June 1972, the Liverpool Education Committee banned all forms of corporal punishment in the city's schools, although both cane and slipper appear to have continued in common use throughout the seventies.",Liverpool Collegiate School,https://en.wikipedia.org/wiki/Liverpool_Collegiate_School
1280,We should prohibit corporal punishment,The research that is available supports the position that spanking and other forms of physical punishment are associated with negative child outcomes.,Corporal punishment in the home,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home
1281,We should prohibit corporal punishment,"In particular, the AAP believes that any corporal punishment methods other than open-hand spanking on the buttocks or extremities ""are unacceptable"" and ""should never be used"".",Corporal punishment in the home,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home
1282,We should prohibit corporal punishment,Pat Califia asserts that Norman was critical of the psychological and physical harm that non-stop BDSM slavery and corporal punishment might inflict [REF].,Gorean,https://en.wikipedia.org/wiki/Gorean
1283,We should prohibit corporal punishment,"Dobson first became well-known with the publication of Dare to Discipline (1970), which encouraged parents to use corporal punishment in disciplining their children [REF].",James Dobson,https://en.wikipedia.org/wiki/James_Dobson
1284,We should prohibit corporal punishment,"According to Cohen's 1996 study, older children who receive corporal punishment may resort to more physical aggression, substance abuse, crime and violence [REF].",Corporal punishment in the home,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home
1285,We should prohibit corporal punishment,"In November 2009, the government of the People's Republic of China banned physical punishment to ""wean"" teens from the Internet.",Internet addiction disorder,https://en.wikipedia.org/wiki/Internet_addiction_disorder
1286,We should prohibit corporal punishment,"Two states, New Jersey and Iowa, additionally ban the use of corporal punishment in private schools.",School corporal punishment,https://en.wikipedia.org/wiki/School_corporal_punishment
1287,We should prohibit corporal punishment,"The National Association of Social Workers ""opposes the use of physical punishment in homes, schools, and all other institutions where children are cared for and educated.""[REF] .",Corporal punishment in the home,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home
1288,We should prohibit corporal punishment,"In its General Comment 8 (2000) the Committee on the Rights of the Child stated that there was an ""obligation of all States parties to move quickly to prohibit and eliminate all corporal punishment and all other cruel or degrading forms of punishment of children"" [REF].",Convention on the Rights of the Child,https://en.wikipedia.org/wiki/Convention_on_the_Rights_of_the_Child
1289,We should prohibit corporal punishment,"The American Academy of Pediatrics (AAP) in an official policy statement[REF] (reaffirmed in 2004) states that ""Corporal punishment is of limited effectiveness and has potentially deleterious side effects.""",Corporal punishment in the home,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home
1290,We should prohibit corporal punishment,"Janet Heimlich, author of Breaking Their Will: Shedding Light on Religious Child Maltreatment, quoted Pearl as saying, ""You are abusing your child when [corporal punishment] starts doing harm to your child.""[REF] .",Michael Pearl,https://en.wikipedia.org/wiki/Michael_Pearl
1291,We should prohibit corporal punishment,The Royal College of Psychiatrists also takes the position that corporal punishment is unacceptable in all circumstances [REF].,Corporal punishment in the home,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home
1292,We should prohibit corporal punishment,"According to his obituary in The New York Times, Mr. Murton's ideas on prison reform included treating prisoners with respect, abolishing corporal punishment, providing better food and rooting out extortion and other rackets among the inmates.",Tom Murton,https://en.wikipedia.org/wiki/Tom_Murton
1293,We should prohibit corporal punishment,"Zeigler believed Riley should be disciplined to say ""Sir"" and ""Ma'am"" to adults, and that corporal punishment was the best means of disciplining a child.",Riley Ann Sawyers,https://en.wikipedia.org/wiki/Riley_Ann_Sawyers
1294,We should prohibit corporal punishment,"In the United Kingdom, the Royal College of Paediatrics and Child Health and the Royal College of Psychiatrists have both called for a complete ban on all corporal punishment, stating ""We believe it is both wrong and impracticable to seek to define acceptable forms of corporal punishment of children.",Corporal punishment in the home,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home
1295,We should prohibit corporal punishment,"Although some Christians use physical discipline for religious reasons, the European Commission of Human Rights rejected an application in 1982 by Swedish parents who alleged that Sweden's 1979 ban on parental physical punishment breached their right to respect for family life and religious freedom [REF].",Corporal punishment in the home,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home
1296,We should prohibit corporal punishment,"Similarly, over the 40 years, many of the recommendations which first appeared in the report, have evolved and appeared in legislation under other guises, such as the widespread introduction of state-funded nursery provision, Extended Schools, requirement for a Home School Agreement to be presented (but not signed), the ban on corporal punishment, ESOL programmes, Educational Action Zones and most of all the comprehensive system.",Plowden report,https://en.wikipedia.org/wiki/Plowden_report
1297,We should prohibit corporal punishment,"A 2003 review of available research into parental punishment concluded that ""strong evidence exists that the use of physical punishment has a number of inherent risks regarding the physical and mental health and well-being of children"" [REF].",Corporal punishment in the home,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home
1298,We should prohibit corporal punishment,"Boys are more likely than girls to be spanked at home,[REF] and corporal punishment of boys tends to be more severe and more aggressive than that of girls[REF] despite some research suggesting that corporal punishment is more counterproductive for boys than girls [REF].",Corporal punishment in the home,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home
1299,We should prohibit corporal punishment,"Some humans-service professionals claim that cultural norms that sanction physical punishment are one of the causes of child abuse, and have undertaken campaigns to redefine such norms [REF].",Child abuse,https://en.wikipedia.org/wiki/Child_abuse
1300,We should prohibit corporal punishment,"As early as 1985 The New York Times stated that ""most child-care experts today disapprove of physical punishment.""[REF] .",Child discipline,https://en.wikipedia.org/wiki/Child_discipline
1301,We should prohibit corporal punishment,"Elementary schools were organized, the Board issued instructions for teachers, prohibiting corporal punishment.",Pedro Juan Caballero (politician),https://en.wikipedia.org/wiki/Pedro_Juan_Caballero_(politician)
1302,We should prohibit corporal punishment,"An archdiocisean review conducted by Dr. Monica Applewhite, described as an expert in safe environment training and child protection, determined that ""the school's corporal punishment was both excessive and unreasonable and the school did not have effective safeguards to prevent future abuse.""[REF] .",St. Augustine High School (New Orleans),https://en.wikipedia.org/wiki/St._Augustine_High_School_(New_Orleans)
1303,We should prohibit corporal punishment,"A 1996 study by Straus suggested that children who receive corporal punishment are more likely to be angry as adults, use spanking as a form of discipline, approve of striking a spouse, and experience marital discord [REF].",Corporal punishment in the home,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home
1304,We should prohibit corporal punishment,"Diana Baumrind believes that the evidence seems to indicate that mild, nonabusive, physical punishment is not harmful when used occasionally, in a loving relationship, and in conjunction with other methods of discipline, most notably with reasoning.",Spanking,https://en.wikipedia.org/wiki/Spanking
1305,We should prohibit corporal punishment,"The American Academy of Pediatrics also believes that corporal punishment polarizes the parent-child relationship, reducing the amount of spontaneous cooperation on the part of the child.",Corporal punishment in the home,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home
1306,We should prohibit corporal punishment,"Principal Mr Shelton Perkins is a believer in using the strap, a form of corporal punishment, when other methods to instil discipline have failed [REF].",The St. Michael School,https://en.wikipedia.org/wiki/The_St._Michael_School
1307,We should prohibit corporal punishment,"Corporal punishment was linked with nine other negative outcomes, including increased rates of aggression, delinquency, mental health problems, problems in relationships with their parents, and likelihood of being physically abused.",Corporal punishment in the home,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home
1308,We should prohibit corporal punishment,Furedi suggests that many advocates of a total ban on physical punishment are actually against all forms of punishing children.,Poisonous pedagogy,https://en.wikipedia.org/wiki/Poisonous_pedagogy
1309,We should prohibit corporal punishment,A 1998 study found that physical punishment is used extensively by teachers in Egypt to punish behavior they regard as unacceptable.,School corporal punishment,https://en.wikipedia.org/wiki/School_corporal_punishment
1310,We should prohibit corporal punishment,"The UK Government responded that ""the use of physical punishment is a matter for individual parents to decide"" [REF].",Convention on the Rights of the Child,https://en.wikipedia.org/wiki/Convention_on_the_Rights_of_the_Child
1311,We should prohibit corporal punishment,"Although spanking is legal in the United States, as early as 1985 The New York Times stated that ""most child-care experts today disapprove of physical punishment.""[REF] .",James Dobson,https://en.wikipedia.org/wiki/James_Dobson
1312,We should prohibit corporal punishment,"The Canadian Paediatric Society, therefore, recommends that physicians strongly discourage disciplinary spanking and all other forms of physical punishment"" [REF].",Corporal punishment in the home,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home
1313,We should prohibit corporal punishment,"The Australian Psychological Society holds that physical punishment of children should not be used as it has very limited capacity to deter unwanted behavior, does not teach alternative desirable behavior, often promotes further undesirable behaviors such as defiance and attachment to ""delinquent"" peer groups, and encourages an acceptance of aggression and violence as acceptable responses to conflicts and problems [REF].",Corporal punishment in the home,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home
1314,We should prohibit corporal punishment,"The petitioner argued that since corporal punishment was legal that any restrictions on that punishment infringes upon ""parental rights.""",Judith Billings,https://en.wikipedia.org/wiki/Judith_Billings
1315,We should prohibit corporal punishment,"The report concluded that corporal punishment in Letterfrack was ""severe, excessive and pervasive, and created a climate of fear"", that it ""was the primary method of control"" and that unavoidable because ""it was frequently capricious, unfair and inconsistent"" [REF].","St Joseph's Industrial School, Letterfrack","https://en.wikipedia.org/wiki/St_Joseph's_Industrial_School,_Letterfrack"
1316,We should prohibit corporal punishment,The amendment banning corporal punishment had the support of President Chen Shui-bian and Prime Minister Frank Hsieh and was passed by a wide margin in the Legislative Yuan.,Corporal punishment in Taiwan,https://en.wikipedia.org/wiki/Corporal_punishment_in_Taiwan
1317,We should prohibit corporal punishment,"Indeed, Terhune regularly decries the use of physical punishment to gain obedience.","Lad, A Dog","https://en.wikipedia.org/wiki/Lad,_A_Dog"
1318,We should prohibit corporal punishment,"Baumrind has studied the effects of corporal punishment on children, and has concluded that mild spanking, in the context of an authoritative (NOT authoritarian) parenting style, is unlikely to have a significant detrimental effect, if one is careful to control for other variables such as socioeconomic status [REF].",Diana Baumrind,https://en.wikipedia.org/wiki/Diana_Baumrind
1319,We should prohibit corporal punishment,"Mr Chee carried over to the new Junior College the long-standing ACS ""family tradition"" of corporal punishment, using caning to discipline misbehaving male students.",Anglo-Chinese Junior College,https://en.wikipedia.org/wiki/Anglo-Chinese_Junior_College
1320,We should prohibit corporal punishment,The APA also states that corporal punishment is likely to train children to use physical violence [REF].,Corporal punishment,https://en.wikipedia.org/wiki/Corporal_punishment
1321,We should prohibit corporal punishment,McKay also stresses the fact that corporal punishment continued to be inflicted for numerous offences and often proved fatal [REF].,Human rights in Tibet,https://en.wikipedia.org/wiki/Human_rights_in_Tibet
1322,We should prohibit corporal punishment,"UNESCO recommends that corporal punishment be prohibited in schools, homes and institutions as a form of discipline, and alleges that it is a violation of human rights as well as counterproductive, ineffective, dangerous and harmful to children [REF].",Corporal punishment in the home,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home
1323,We should prohibit corporal punishment,"Many countries, including some US states, also permit the use of less severe corporal punishment for children in school.",Assault,https://en.wikipedia.org/wiki/Assault
1324,We should prohibit corporal punishment,"Every province except Alberta and Manitoba had banned corporal punishment in public schools before the above-mentioned 2004 ban, though British Columbia and Manitoba were the only provinces to ban it in both public and private schools.",School corporal punishment,https://en.wikipedia.org/wiki/School_corporal_punishment
1325,We should prohibit corporal punishment,Some psychological research is held to indicate that corporal punishment causes the deterioration of trust bonds between parents and children.,Corporal punishment in the home,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home
1326,We should prohibit corporal punishment,"A 1997 study by Straus, Sugarman and Giles-Sims[REF] found detrimental child outcomes of nonabusive or customary physical punishment by parents using a design that would not also tend to find detrimental outcomes of most alternative discipline responses.",Corporal punishment in the home,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home
1327,We should prohibit corporal punishment,"Save the Children ""opposes all forms of corporal punishment on children"" [REF].",Corporal punishment in the home,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home
1328,We should prohibit corporal punishment,30% agreed that physical punishment should be part of child discipline.,Crimes (Substituted Section 59) Amendment Act 2007,https://en.wikipedia.org/wiki/Crimes_(Substituted_Section_59)_Amendment_Act_2007
1329,We should increase internet censorship,"The Obama administration has questioned the Labor governments plan to introduce an internet censorship scheme, claiming it opposes the United States foreign policy of encouraging an open internet to spread economic growth and global security.",Australia–United States relations,https://en.wikipedia.org/wiki/Australia–United_States_relations
1330,We should increase internet censorship,"Digital activists commended Posner's bureau in this approach in an open letter to Congress in March 2011, saying, ""The State Department, and particularly the Bureau of Democracy, Human Rights and Labor (DRL), has taken significant interest in supporting technologies that enhance Internet freedom, and reached out to leading organizations in a collaborative and open approach."" .",Michael Posner (lawyer),https://en.wikipedia.org/wiki/Michael_Posner_(lawyer)
1331,We should increase internet censorship,"Scott has made a stance against internet censorship, and as an advocate for internet freedom.",Richard T. Scott,https://en.wikipedia.org/wiki/Richard_T._Scott
1332,We should increase internet censorship,"The Church of Scientology recommended internet censorship as a method of defending itself against what it said were a constant campaign of abuse by the group ""Anonymous,"" along with misinformation and misrepresentation in the media.",Splinternet,https://en.wikipedia.org/wiki/Splinternet
1333,We should adopt socialism,"Azad had backed the election of Nehru as Congress President, and supported the resolution endorsing socialism.",Abul Kalam Azad,https://en.wikipedia.org/wiki/Abul_Kalam_Azad
1334,We should adopt socialism,"Although Du Bois was not yet familiar with the communist theories of Marx or Lenin, he concluded that socialism may be a better path towards racial equality than capitalism [REF].",W. E. B. Du Bois,https://en.wikipedia.org/wiki/W._E._B._Du_Bois
1335,We should adopt socialism,"In Economics and the Public Purpose (1973) Galbraith advocates a ""new socialism"" as the solution, nationalising military production and public services such as health care, introducing disciplined miss u salary and price controls to reduce inequality.",Institutional economics,https://en.wikipedia.org/wiki/Institutional_economics
1336,We should adopt socialism,"Knudsen, inspired by German theories, argued that ""socialism [is] the only means"" to ""help the working estate"".",Christian Holtermann Knudsen,https://en.wikipedia.org/wiki/Christian_Holtermann_Knudsen
1337,We should adopt socialism,"Gladden did not support socialism or laissez faire economics, advocating instead the application of ""Christian law"" to issues.",Washington Gladden,https://en.wikipedia.org/wiki/Washington_Gladden
1338,We should adopt socialism,"As an economist, Williams is a proponent of free market economics and opposes socialist systems of government intervention [REF].",Walter E. Williams,https://en.wikipedia.org/wiki/Walter_E._Williams
1339,We should adopt socialism,"As a model for the development of post-colonial states, the socialist model proved disappointing, fostering economic stagnation among millions of the world's poorest people.",Randolph Foundation,https://en.wikipedia.org/wiki/Randolph_Foundation
1340,We should adopt socialism,The economist John Kenneth Galbraith has criticized communal forms of socialism that promote egalitarianism in terms of wages/compensation as unrealistic in its assumptions about human motivation: .,Criticisms of Marxism,https://en.wikipedia.org/wiki/Criticisms_of_Marxism
1341,We should adopt socialism,Nyerere believed socialism was an attitude of mind that barred discrimination and entailed equality of all human beings [REF].,Julius Nyerere,https://en.wikipedia.org/wiki/Julius_Nyerere
1342,We should adopt socialism,"In the third FRELIMO party congress in 1983, President Samora Machel conceded the failure of socialism and the need for major political and economic reforms.",Politics of Mozambique,https://en.wikipedia.org/wiki/Politics_of_Mozambique
1343,We should adopt socialism,"Hayek further argued that central economic planning - a mainstay of socialism - would lead to a ""total"" state with dangerous power.",Political philosophy,https://en.wikipedia.org/wiki/Political_philosophy
1344,We should adopt socialism,The paper advocated business interests and strongly opposed socialism.,Jyllands-Posten,https://en.wikipedia.org/wiki/Jyllands-Posten
1345,We should adopt socialism,"Azad developed a close friendship with Nehru and began espousing socialism as the means to fight inequality, poverty and other national challenges.",Abul Kalam Azad,https://en.wikipedia.org/wiki/Abul_Kalam_Azad
1346,We should adopt socialism,"Lange and Lerner also admitted that socialism would lack any simulation of financial markets, and that this would cause problems in planning capital investment.",Economic calculation problem,https://en.wikipedia.org/wiki/Economic_calculation_problem
1347,We should adopt socialism,"Socialists argue that socialism would allow for wealth to be distributed based on how much one contributes to society, as opposed to how much capital one holds.",Socialism,https://en.wikipedia.org/wiki/Socialism
